form;field_id;description_en;method;relevant_charge_card;notes
C1;200/06;Domestic general government (210+220+230+240+250) — of which: repos;calculate;N;
C1;201/01;  of which: off-budget (211+221+231+251) — overnight;calculate;N;
C1;201/02;  of which: off-budget (211+221+231+251) — ≤1yr;calculate;N;
C1;201/03;  of which: off-budget (211+221+231+251) — >1yr ≤2yr;calculate;N;
C1;201/04;  of which: off-budget (211+221+231+251) — >2yr;calculate;N;
C1;201/05;  of which: off-budget (211+221+231+251) — total cols 01-04;calculate;N;
C1;201/06;  of which: off-budget (211+221+231+251) — of which: repos;calculate;N;
C1;300/01;Domestic non-banks (100+200) — overnight;calculate;Y;
C1;300/02;Domestic non-banks (100+200) — ≤1yr;calculate;Y;
C1;300/03;Domestic non-banks (100+200) — >1yr ≤2yr;calculate;Y;
C1;300/04;Domestic non-banks (100+200) — >2yr;calculate;Y;
C1;300/05;Domestic non-banks (100+200) — total cols 01-04;calculate;Y;
C1;300/06;Domestic non-banks (100+200) — of which: repos;calculate;Y;
C1;400/01;Foreign non-banks (421+422) — overnight;calculate;N;
C1;400/02;Foreign non-banks (421+422) — ≤1yr;calculate;N;
C1;400/03;Foreign non-banks (421+422) — >1yr ≤2yr;calculate;N;
C1;400/04;Foreign non-banks (421+422) — >2yr;calculate;N;
C1;400/05;Foreign non-banks (421+422) — total cols 01-04;calculate;N;
C1;400/06;Foreign non-banks (421+422) — of which: repos;calculate;N;
C1;500/01;All non-banks (300+400) — overnight;calculate;Y;
C1;500/02;All non-banks (300+400) — ≤1yr;calculate;Y;
C1;500/03;All non-banks (300+400) — >1yr ≤2yr;calculate;Y;
C1;500/04;All non-banks (300+400) — >2yr;calculate;Y;
C1;500/05;All non-banks (300+400) — total cols 01-04;calculate;Y;
C1;500/06;All non-banks (300+400) — of which: repos;calculate;Y;
H;111/01;Domestic banks not subject to min.reserve — overnight — total;sub;N;
H;111/02;Domestic banks not subject to min.reserve — overnight — of which: maturity >2yr;sub;N;
H;112/01;Domestic banks not subject to min.reserve — agreed maturity — total;sub;N;
H;112/02;Domestic banks not subject to min.reserve — agreed maturity — of which: maturity >2yr;sub;N;
H;113/01;  of which: repos (sub 111/112) — total;sub;N;
H;113/02;  of which: repos (sub 111/112) — of which: maturity >2yr;sub;N;
H;121/01;Other EA banks not subject to min.reserve — overnight — total;sub;N;
H;121/02;Other EA banks not subject to min.reserve — overnight — of which: maturity >2yr;sub;N;
H;122/01;Other EA banks not subject to min.reserve — agreed maturity — total;sub;N;
H;122/02;Other EA banks not subject to min.reserve — agreed maturity — of which: maturity >2yr;sub;N;
H;123/01;  of which: repos — total;input;N;
H;123/02;  of which: repos — of which: maturity >2yr;input;N;
H;131/01;Banks outside euro area — overnight — total;input;N;
H;131/02;Banks outside euro area — overnight — of which: maturity >2yr;input;N;
H;132/01;Banks outside euro area — agreed maturity — total;input;N;
H;132/02;Banks outside euro area — agreed maturity — of which: maturity >2yr;input;N;
H;133/01;  of which: repos — total;input;N;
H;133/02;  of which: repos — of which: maturity >2yr;input;N;
H;141/01;Domestic non-banks repos — total;input;Y;
H;141/02;Domestic non-banks repos — of which: maturity >2yr;input;Y;
H;142/01;Domestic non-banks savings deposits — total;input;Y;
H;142/02;Domestic non-banks savings deposits — of which: maturity >2yr;input;Y;
H;151/01;Other EA non-banks repos — total;input;N;
H;151/02;Other EA non-banks repos — of which: maturity >2yr;input;N;
H;152/01;Other EA non-banks savings deposits — total;input;N;
H;152/02;Other EA non-banks savings deposits — of which: maturity >2yr;input;N;
H;161/01;Non-EA non-banks repos — total;input;N;
H;161/02;Non-EA non-banks repos — of which: maturity >2yr;input;N;
H;162/01;Non-EA non-banks savings deposits — total;input;N;
H;162/02;Non-EA non-banks savings deposits — of which: maturity >2yr;input;N;
H;171/01;Own debt securities ≤2yr held by institution itself — total;input;N;
H;171/02;Own debt securities ≤2yr held by institution itself — of which: maturity >2yr;input;N;
H;172/01;Own debt securities ≤2yr held by other min-reserve banks — total;input;N;
H;172/02;Own debt securities ≤2yr held by other min-reserve banks — of which: maturity >2yr;input;N;
H;110/01;Domestic banks total (111+112) — total;calculate;N;
H;110/02;Domestic banks total (111+112) — of which: maturity >2yr;calculate;N;
H;120/01;Other EA banks total (121+122) — total;calculate;N;
H;120/02;Other EA banks total (121+122) — of which: maturity >2yr;calculate;N;
H;130/01;Non-EA banks total (131+132) — total;calculate;N;
H;130/02;Non-EA banks total (131+132) — of which: maturity >2yr;calculate;N;
H;140/01;Domestic non-banks total (141+142) — total;calculate;Y;
H;140/02;Domestic non-banks total (141+142) — of which: maturity >2yr;calculate;Y;
H;150/01;Other EA non-banks total (151+152) — total;calculate;N;
H;150/02;Other EA non-banks total (151+152) — of which: maturity >2yr;calculate;N;
H;160/01;Non-EA non-banks total (161+162) — total;calculate;N;
H;160/02;Non-EA non-banks total (161+162) — of which: maturity >2yr;calculate;N;
H;170/01;Own debt securities total (171+172) — total;calculate;N;
H;170/02;Own debt securities total (171+172) — of which: maturity >2yr;calculate;N;
H;210/03;Non-bank liabilities ≤2yr excl. repos+savings+BuLa — reserve base amount (EUR, not EUR thousands);input;Y;
H;220/03;MFI liabilities ≤2yr not subject to min.reserve — reserve base amount (EUR, not EUR thousands);input;N;
H;230/03;Non-EA bank liabilities ≤2yr — reserve base amount (EUR, not EUR thousands);input;N;
H;240/03;Savings deposits ≤2yr notice — reserve base amount (EUR, not EUR thousands);input;N;
H;251/03;Issued bearer debt securities ≤2yr (net of self-held and reserve-bank-held) — reserve base amount (EUR, not EUR thousands);input;N;
H;252/03;Standard amount for bearer debt securities (alternative to 251) — reserve base amount (EUR, not EUR thousands);input;N;
H;250/03;Debt securities reserve base (251 or 252, not both) — reserve base amount (EUR, not EUR thousands);calculate;N;
H;260/03;Reserve base total (210+220+230+240+250) — reserve base amount (EUR, not EUR thousands);calculate;Y;
H;270/03;Required reserve before lump-sum allowance — reserve base amount (EUR, not EUR thousands);calculate;Y;
H;280/03;Required reserve after lump-sum allowance (final) — reserve base amount (EUR, not EUR thousands);calculate;Y;
